CC,ADVERB,1
CD,NUMBER,6
DT,ADVERB,1
EX,ADVERB,1
FW,FOREIGNWORD,2
IN,NOUN,5
JJ,ADJECTIVE,0
JJR,ADJECTIVE,0
JJS,ADJECTIVE,0
LS,IGNORE,3
MD,VERB,8
NN,NOUN,5
NNS,NOUN,5
NNP,NOUN,5
NNPS,NOUN,5
PDT,NOUN,5
POS,NOUN,5
PRP,NOUN,5
PRP$,NOUN,5
RB,ADVERB,1
RBR,ADVERB,1
RBS,ADVERB,1
RP,ADVERB,1
SYM,SYMBOL,7
TO,ADVERB,1
UH,INTERJECTION,4
VB,VERB,8
VBD,VERB,8
VBG,VERB,8
VBN,VERB,8
VBP,VERB,8
VBZ,VERB,8
WDT,ADVERB,1
WP,NOUN,5
WP$,NOUN,5
WRB,ADVERB,1
